,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio,address2,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState
153,37072,Consumer Defensive,163000.0,"Dollar General Corporation, a discount retailer, provides various merchandise products in the southern, southwestern, Midwestern, and eastern United States. It offers consumable products, including paper and cleaning products, such as paper towels, bath tissues, paper dinnerware, trash and storage bags, disinfectants, and laundry products; packaged food comprising cereals, pasta, canned soups, fruits and vegetables, condiments, spices, sugar, and flour; and perishables that include milk, eggs, bread, refrigerated and frozen food, beer, and wine. The company's consumable products also comprise snacks, such as candies, cookies, crackers, salty snacks, and carbonated beverages; health and beauty products, including over-the-counter medicines and personal care products, such as soaps, body washes, shampoos, cosmetics, and dental hygiene and foot care products; pet supplies and pet food; and tobacco products. In addition, it offers seasonal products comprising holiday items, toys, batteries, small electronics, greeting cards, stationery, prepaid phones and accessories, gardening supplies, hardware, and automotive and home office supplies; and home products that include kitchen supplies, cookware, small appliances, light bulbs, storage containers, frames, candles, craft supplies and kitchen, and bed and bath soft goods. Further, the company provides apparel, which comprise casual everyday apparel for infants, toddlers, girls, boys, women, and men, as well as socks, underwear, disposable diapers, shoes, and accessories. As of February 25, 2022, it operated 18,190 stores in 47 states in the United States. The company was formerly known as J.L. Turner & Son, Inc. and changed its name to Dollar General Corporation in 1968. Dollar General Corporation was founded in 1939 and is based in Goodlettsville, Tennessee.",Goodlettsville,615 855 4000,TN,United States,[],https://www.dollargeneral.com,1,100 Mission Ridge,Discount Stores,0.10759,0.0655,0.31421,2496282880.0,0.09,0.08839,3802796032.0,199.0,buy,10813006000.0,806689280.0,273.0,257.23,0.108,1.015,0.07269,23.0,267.0,250.347,0.37566003,296.0,326263008.0,15492726784.0,35346350080.0,1.446,USD,153.956,0.055,2.1,NYQ,Dollar General Corporation,Dollar General Corporation,America/New_York,EST,True,-18000000,EQUITY,DG,finmb_266974,us_market,,2.047,,19.028,,,10.73,,231706000.0,,,,27.665,3691127.0,0.0164,,1643328000.0,0.95442003,2315151104.0,10.62,,,9.29803,0.00439,1706400000.0,,1659052800.0,2.16,1663200000.0,223088184.0,0.389093,72357920768.0,2,,,,,,,0.064,1.6862204,1665705600.0,1.92,,23.972975,,0.0164,4240212.0,,,,256.33,256.46,235.98746,0.0056177587,0.19319999,,258.01,,1540410.0,256.33,246.0466,1.44,256.46,,1540410.0,,,2.2,1664755200.0,,,254.565,USD,24.221281,864002.0,,,,59601735680.0,,,1701138.0,254.565,257.01,900.0,864002.0,262.21,,0.86,183.25,256.51,False,0.0087,1000.0,258.01,,257.23,254.8,https://logo.clearbit.com/dollargeneral.com,,,,,,,d7fb95a5-65d5-396f-a4fd-2a30a7231729,,,,,,,,,,,
154,23320,Consumer Defensive,61886.0,"Dollar Tree, Inc. operates discount variety retail stores. It operates in two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $ 1.25. It provides consumable merchandise, including candy and food, and health and personal care, as well as everyday consumables, such as household paper and chemicals, and frozen and refrigerated food; variety merchandise comprising toys, durable housewares, gifts, stationery, party goods, greeting cards, softlines, arts and crafts supplies, and other items; and seasonal goods that include Christmas, Easter, Halloween, and Valentine's Day merchandise. As of January 29, 2022, this segment operated 8,061 stores under the Dollar Tree and Dollar Tree Canada brands, as well as 15 distribution centers in the United States and 2 distribution centers in Canada. The Family Dollar segment operates general merchandise retail discount stores that offer consumable merchandise, which comprise food and beverages, tobacco, health and personal care, household chemicals, paper products, hardware and automotive supplies, diapers, batteries, and pet food and supplies; and home products, including housewares, home décor, and giftware, as well as domestics, such as comforters, sheets, and towels. It also provides apparel and accessories merchandise comprising clothing, fashion accessories, and shoes; and seasonal and electronics merchandise that include Christmas, Easter, Halloween, and Valentine's Day merchandise, as well as personal electronics, which comprise pre-paid cellular phones and services, stationery and school supplies, and toys. As of January 29, 2022, this segment operated 8,016 stores under the Family Dollar brand; and 11 distribution centers. The company was founded in 1986 and is based in Chesapeake, Virginia.",Chesapeake,757 321 5000,VA,United States,[],https://www.dollartree.com,1,500 Volvo Parkway,Discount Stores,0.10724,0.057690002,0.30864,1216000000.0,0.067,0.07965,2913700096.0,110.0,buy,7746100000.0,-135212496.0,170.0,151.33,0.301,1.456,0.06273,21.0,165.19,118.944,0.20344,195.0,688899968.0,9987099648.0,27169400832.0,3.076,USD,120.86,0.157,2.3,NMS,"Dollar Tree, Inc.","Dollar Tree, Inc.",America/New_York,EST,True,-18000000,EQUITY,DLTR,finmb_27685,us_market,,1.609,,15.003,,,6.9,,224956000.0,,,,31.216,5213304.0,0.0233,,1643414400.0,0.98778,1567299968.0,5.65,,,4.8478346,0.01298,1706486400.0,,1659139200.0,2.21,1663200000.0,220927252.0,0.689756,43715072000.0,2,,1340755200.0,2:1,,,,0.274,1.2529755,1665705600.0,1.03,,21.931885,,0.0279,6857701.0,,,,150.14,150.75,154.15605,,0.0,,151.76,,3003580.0,150.14,148.6894,,150.75,,3003580.0,,,,,,,148.5273,USD,26.784071,1546488.0,,,,34042591232.0,,,2571455.0,148.5273,151.39,900.0,1546488.0,177.19,,,123.62,151.01,False,,1000.0,151.76,,151.33,150.95,https://logo.clearbit.com/dollartree.com,,,,,,,93813a67-1334-34e6-a70f-a46e06dc4100,,,,,,,,,,,
155,23219,Utilities,17100.0,"Dominion Energy, Inc. produces and distributes energy in the United States. The company operates through four segments: Dominion Energy Virginia, Gas Distribution, Dominion Energy South Carolina, and Contracted Assets. The Dominion Energy Virginia segment generates, transmits, and distributes regulated electricity to approximately 2.7 million residential, commercial, industrial, and governmental customers in Virginia and North Carolina. The Gas Distribution segment is involved in the regulated natural gas sales, transportation, gathering, storage, and distribution operations in Ohio, West Virginia, North Carolina, Utah, southwestern Wyoming, and southeastern Idaho that serve approximately 3.1 million residential, commercial and industrial customers. It also has nonregulated renewable natural gas facilities in operation. The Dominion Energy South Carolina segment generates, transmits, and distributes electricity to approximately 772,000 customers in the central, southern, and southwestern portions of South Carolina; and distributes natural gas to approximately 419,000 residential, commercial, and industrial customers in South Carolina. The Contracted Assets segment is involved in the nonregulated long-term contracted renewable electric generation and solar generation facility development operations; and gas transportation, LNG import, and storage operations, as well as in the liquefaction facility. As of December 31, 2021, the company's portfolio of assets included approximately 30.2 gigawatt of electric generating capacity; 10,700 miles of electric transmission lines; 78,000 miles of electric distribution lines; and 95,700 miles of gas distribution mains and related service facilities. The company was formerly known as Dominion Resources, Inc. Dominion Energy, Inc. was incorporated in 1983 and is headquartered in Richmond, Virginia.",Richmond,804-819-2000,VA,United States,[],https://www.dominionenergy.com,1,120 Tredegar Street,Utilities—Regulated Electric,0.49091998,0.15089,0.4713,3158000128.0,0.184,0.29368,7329999872.0,71.0,buy,6808000000.0,-4624500224.0,78.0,61.53,,0.865,0.02718,15.0,80.07,161.936,0.060310002,94.0,2316000000.0,45823000576.0,14931000320.0,2.782,USD,18.389,0.367,2.4,NYQ,"Dominion Energy, Inc.","Dominion Energy, Inc.",America/New_York,EST,True,-18000000,EQUITY,D,finmb_267105,us_market,,6.79,,13.83,,,4.12,,809907968.0,,,,29.442,8284644.0,0.01,,1640908800.0,0.71514,1560000000.0,-0.574,,,2.0898716,0.00141,1703980800.0,,1656547200.0,1.65,1663200000.0,831137492.0,0.485998,101375713280.0,2,,1195516800.0,2:1,,,,,3.3375952,1665705600.0,2.55,,14.934466,,0.01,7583113.0,,,,61.03,61.39,78.29975,0.056529578,1.3446001,,61.97,,6322190.0,61.03,67.6088,3.45,61.39,,6322190.0,,,2.67,1661990400.0,,,61.25,USD,,1700954.0,,,,49833635840.0,,,5021919.0,61.25,61.55,800.0,1700954.0,88.78,,4.18,57.95,61.55,False,0.0396,800.0,61.97,,61.53,61.25,https://logo.clearbit.com/dominionenergy.com,,,,,,,f623e75a-f30e-32bb-973d-6df5b50bb7b5,,,,,,,,,,,
156,48105,Consumer Cyclical,7400.0,"Domino's Pizza, Inc., through its subsidiaries, operates as a pizza company in the United States and internationally. It operates through three segments: U.S. Stores, International Franchise, and Supply Chain. The company offers pizzas under the Domino's brand name through company-owned and franchised stores. It also provides oven-baked sandwiches, pasta, boneless chicken and chicken wings, bread and dips side items, desserts, and soft drink products. As of January 2, 2022, the company operated approximately 18,800 stores in 90 markets. Domino's Pizza, Inc. was founded in 1960 and is based in Ann Arbor, Michigan.",Ann Arbor,734 930 3030,MI,United States,[],https://www.dominos.com,1,30 Frank Lloyd Wright Drive,Restaurants,0.17740999,0.10018,0.26021,499759008.0,0.071,0.16528,796225024.0,315.0,buy,1208741000.0,358700864.0,366.0,389.06,-0.139,1.428,0.27186,26.0,373.68,,,450.0,114776000.0,5384150016.0,4488139776.0,3.242,USD,125.119,0.618,2.5,NYQ,Domino's Pizza Inc,"Domino's Pizza, Inc.",America/New_York,EST,True,-18000000,EQUITY,DPZ,finmb_3132512,us_market,,3.789,,21.356,,,14.97,,36360300.0,,,,-83.365,1608708.0,0.0454,,1641081600.0,0.97283,449646016.0,12.321,,,,0.00583,1704153600.0,,1662854400.0,1.61,1663200000.0,35190169.0,0.687546,17004268544.0,2,,,,,,,-0.165,3.151938,1665705600.0,3.1,,25.989311,,0.0513,1502222.0,,,,391.74,392.56,374.74014,0.0083729,0.3433,,395.0,,611770.0,391.74,336.3114,3.28,392.56,,611770.0,,,4.4,1670976000.0,,,387.31,USD,31.576982,181082.0,,,,14146337792.0,,,793074.0,387.31,389.93,1000.0,181082.0,567.57,,0.85,299.41,388.21,False,0.013300001,800.0,395.0,,389.06,392.0,https://logo.clearbit.com/dominos.com,,,,,,,c7ed77fd-b37c-3112-8a9e-da2f683bd945,,,,,,,,,,,
157,60515,Industrials,25000.0,"Dover Corporation provides equipment and components, consumable supplies, aftermarket parts, software and digital solutions, and support services worldwide. The Engineered Products segment provides various equipment, component, software, solution, and services that are used in aftermarket vehicle service, solid waste handling, industrial automation, aerospace and defense, industrial winch and hoist, and fluid dispensing end-market. This segment also offers manual and power clamp, rotary and linear mechanical indexer, conveyor, pick and place unit, glove port, and manipulator, as well as end-of-arm robotic gripper, slide, and end effector. Its Clean Energy & Fueling segment offers component, equipment, and software and service solution enabling safe transport of traditional and clean fuel, and other hazardous substance along with supply chain, as well as operation of convenience retail, retail fueling, and vehicle wash establishment. The Imaging and Identification segment provides precision marking and coding; packaging intelligence; product traceability equipment; brand protection; and digital textile printing equipment, as well as related consumable, software, and service to packaged and consumer good, pharmaceutical, industrial manufacturing, fashion and apparel, and other end-market. Its Pumps and Process Solutions segment manufactures specialty pump, connector, and flow meter, fluid connecting solution, plastics and polymer processing equipment, and engineered components for rotating and reciprocating machines. The Climate & Sustainability Technologies segment manufactures refrigeration system, refrigeration display case, commercial glass refrigerator and freezer door, and brazed plate heat exchanger for industrial heating and cooling, and residential climate control applications. It sells its products directly and through a network of distributors. The company was incorporated in 1947 and is headquartered in Downers Grove, Illinois.",Downers Grove,630 541 1540,IL,United States,[],https://www.dovercorporation.com,1,3005 Highland Parkway,Specialty Industrial Machinery,0.19715999,0.13934,0.36180001,794360000.0,0.069,0.16093999,1647888000.0,122.0,buy,2982681000.0,472467136.0,141.5,142.99,0.105,1.169,0.08180001,14.0,143.14,90.983,0.29546,165.0,306001984.0,3631522048.0,8358141952.0,2.18,USD,58.203,0.624,2.2,NYQ,Dover Corporation,Dover Corporation,America/New_York,EST,True,-18000000,EQUITY,DOV,finmb_174901,us_market,,2.548,,12.923,,,7.59,,143984992.0,,,,24.312,1544317.0,0.011,,1640908800.0,0.94045997,1164582016.0,5.099,,,5.881458,0.01122,1703980800.0,,1664496000.0,1.49,1663200000.0,139666216.0,1.326455,21295036416.0,2,,1525824000.0,1238:1000,,,,0.084,2.4632766,1665705600.0,1.42,,18.839262,,0.0125,1680782.0,,,,142.76,143.16,135.6287,0.0138344085,0.2491,,143.646,,856760.0,142.76,127.3118,1.975,143.16,,856760.0,,,2.02,1661817600.0,,,142.56,USD,28.042755,227358.0,,,,20588414976.0,,,1085592.0,142.56,143.62,800.0,227358.0,184.05,,1.78,114.49,139.87,False,0.015800001,1000.0,143.646,,142.99,,https://logo.clearbit.com/dovercorporation.com,,,630 743 2671,,,,60aa4a96-8158-3a27-a662-dbc1f27c9bbb,,,,,,,,,,,
158,48674,Basic Materials,35700.0,"Dow Inc. provides various materials science solutions for packaging, infrastructure, mobility, and consumer applications in the United States, Canada, Europe, the Middle East, Africa, India, the Asia Pacific, and Latin America. It operates through Packaging & Specialty Plastics, Industrial Intermediates & Infrastructure, and Performance Materials & Coatings segments. The Packaging & Specialty Plastics segment provides ethylene, and propylene and aromatics products; and polyethylene, polyolefin elastomers, ethylene vinyl acetate, and ethylene propylene diene monomer rubbers. The Industrial Intermediates & Infrastructure segment offers ethylene oxides, propylene oxides, propylene glycol and polyether polyols, aromatic isocyanates and polyurethane systems, coatings, adhesives, sealants, elastomers, and composites. This segment also provides caustic soda, and ethylene dichloride and vinyl chloride monomers; and cellulose ethers, redispersible latex powders, and acrylic emulsions. The Performance Materials and Coatings segment provides architectural paints and coatings, and industrial coatings that are used in maintenance and protective industries, wood, metal packaging, traffic markings, thermal paper, and leather; performance silicones and specialty materials; and silicone feedstocks and intermediates. It also engages in property and casualty insurance, as well as reinsurance business. Dow Inc. was incorporated in 2018 and is headquartered in Midland, Michigan.",Midland,989 636 1000,MI,United States,[],https://www.dow.com,1,2211 H.H. Dow Way,Chemicals,0.16761999,0.09603,0.16579,7971999744.0,-0.049,0.12258001,9957999616.0,39.0,hold,10777000000.0,4406624768.0,48.0,51.56,-0.543,1.606,0.075040005,23.0,49.43,79.226,0.32274,65.0,2561999872.0,14759000064.0,59406999552.0,3.64,USD,81.578,0.732,2.9,NYQ,Dow Inc.,Dow Inc.,America/New_York,EST,False,-18000000,EQUITY,DOW,finmb_9830660,us_market,,0.781,,4.658,,,5.02,,739614016.0,,,,18.746,13076825.0,0.0186,,1640908800.0,0.69109,5674999808.0,2.647,,,2.7504535,0.00131,1703980800.0,,1664496000.0,2.08,1663200000.0,702422126.0,1.337859,46383882240.0,2,,,,,,,-0.561,0.6419193,1665705600.0,-1.03,,10.270917,,0.0186,16119140.0,,,,51.55,51.5,56.13325,0.054316197,0.36220002,,51.82,,5076750.0,51.55,47.037,2.8,51.5,,5076750.0,,,2.8,1669680000.0,,,51.42,USD,19.478655,1640040.0,,,,38134501376.0,,,6253055.0,51.42,51.43,900.0,1640040.0,71.86,,,42.91,51.51,False,0.0585,800.0,51.82,,51.56,51.56,https://logo.clearbit.com/dow.com,,,989 832 1456,,,,9510e206-86db-3ea5-bd8f-fbd901232728,,,,,,,,,,,
159,48226-1279,Utilities,10300.0,"DTE Energy Company engages in the utility operations. The company's Electric segment generates, purchases, distributes, and sells electricity to approximately 2.3 million residential, commercial, and industrial customers in southeastern Michigan. It generates electricity through fossil-fuel, hydroelectric pumped storage, and nuclear plants, as well as wind and other renewable assets. This segment owns and operates approximately 698 distribution substations and 449,800 line transformers. The company's Gas segment purchases, stores, transports, distributes, and sells natural gas to approximately 1.3 million residential, commercial, and industrial customers throughout Michigan; and sells storage and transportation capacity. This segment has approximately 20,000 miles of distribution mains; 1,304,000 service pipelines; and 1,305,000 active meters, as well as owns approximately 2,000 miles of transmission pipelines. The company's Power and Industrial Projects segment offers metallurgical coke; pulverized coal and petroleum coke to the steel, pulp and paper, and other industries; and power, steam and chilled water production, and wastewater treatment services, as well as supplies compressed air to industrial customers. Its Energy Trading segment engages in power, natural gas, and environmental marketing and trading; structured transactions; and the optimization of contracted natural gas pipeline transportation and storage positions. The company was founded in 1903 and is headquartered in Detroit, Michigan.",Detroit,313 235 4000,MI,United States,[],https://newlook.dteenergy.com,1,One Energy Plaza,Utilities—Regulated Electric,0.0,0.0,0.0,,,0.0,,114.0,buy,3336000000.0,,122.0,114.78,,,,15.0,124.53,,,142.0,,,,,USD,77.534,,2.1,NYQ,DTE Energy Company,DTE Energy Company,America/New_York,EST,True,-18000000,EQUITY,DTE,finmb_266598,us_market,,,,,,,7.43,,193727008.0,,,,64.792,4111682.0,0.0212,,1640908800.0,0.74244004,,7.359,,,1.771515,0.00777,1703980800.0,,1664496000.0,2.17,1663200000.0,,,21172551680.0,2,,1625097600.0,1175:1000,,,,,,1665705600.0,4.58,,15.448183,,0.0241,2473947.0,,,,114.49,114.91,125.16855,0.036658224,0.855,,115.42,,1719430.0,114.49,114.3668,4.197,114.91,,1719430.0,,,3.54,1663286400.0,,,114.6,USD,15.597227,375262.0,,,,22235985920.0,,,1665190.0,114.6,117.24,900.0,375262.0,140.23,,3.19,100.64,114.75,False,0.0324,800.0,115.42,,114.78,114.98,https://logo.clearbit.com/newlook.dteenergy.com,,,,,,,4ecdc022-f62f-363d-a864-478a09d23b8a,,,,,,,,,,,
160,28202-1803,Utilities,27605.0,"Duke Energy Corporation, together with its subsidiaries, operates as an energy company in the United States. It operates through three segments: Electric Utilities and Infrastructure, Gas Utilities and Infrastructure, and Commercial Renewables. The Electric Utilities and Infrastructure segment generates, transmits, distributes, and sells electricity in the Carolinas, Florida, and the Midwest; and uses coal, hydroelectric, natural gas, oil, renewable generation, and nuclear fuel to generate electricity. It also engages in the wholesale of electricity to municipalities, electric cooperative utilities, and load-serving entities. This segment serves approximately 8.2 million customers in 6 states in the Southeast and Midwest regions of the United States covering a service territory of approximately 91,000 square miles; and owns approximately 50,259 megawatts (MW) of generation capacity. The Gas Utilities and Infrastructure segment distributes natural gas to residential, commercial, industrial, and power generation natural gas customers; and owns, operates, and invests in pipeline transmission and natural gas storage facilities. It has approximately 1.6 million customers, including 1.1 million customers in North Carolina, South Carolina, and Tennessee, as well as 550,000 customers in southwestern Ohio and northern Kentucky. The Commercial Renewables segment acquires, owns, develops, builds, and operates wind and solar renewable generation projects, including nonregulated renewable energy and energy storage services to utilities, electric cooperatives, municipalities, and corporate customers. It has 23 wind, 178 solar, and 2 battery storage facilities, as well as 71 fuel cell locations with a capacity of 3,554 MW across 22 states. The company was formerly known as Duke Energy Holding Corp. and changed its name to Duke Energy Corporation in April 2005. The company was founded in 1904 and is headquartered in Charlotte, North Carolina.",Charlotte,704 382 3853,NC,United States,[],https://www.duke-energy.com,1,526 South Church Street,Utilities—Regulated Electric,0.44448003,0.14726,0.47408,8451999744.0,0.161,0.22508,11816999936.0,94.0,buy,12206000000.0,-2697374976.0,105.0,99.62,0.192,0.699,0.022149999,17.0,104.82,138.101,0.07185,120.0,725000000.0,71238000640.0,26585999360.0,0.942,USD,34.55,0.281,2.5,NYQ,Duke Energy Corporation (Holdin,Duke Energy Corporation,America/New_York,EST,True,-18000000,EQUITY,DUK,finmb_267850,us_market,,5.433,,12.223,,,5.45,,769342976.0,,,,59.821,7185818.0,0.0093,,1640908800.0,0.64475,3798000128.0,1.719,,,1.6653016,0.00101,1703980800.0,,1656547200.0,2.09,1663200000.0,768713675.0,0.411569,144436953088.0,2,,1341273600.0,1:3,,,,0.186,2.8827937,1665705600.0,3.06,,18.2789,,0.0093,7722745.0,,,,98.54,99.0,104.7776,0.03876598,0.79760003,,99.99,,3475190.0,98.54,94.8744,3.82,99.0,,3475190.0,,,4.02,1668643200.0,,,98.9,USD,57.9523,1268737.0,,,,76641951744.0,,,3146360.0,98.9,99.46,800.0,1268737.0,116.33,,4.12,83.76,99.34,False,0.0442,1000.0,99.99,,99.62,98.87,https://logo.clearbit.com/duke-energy.com,,,,,,,287ba1fd-2a9f-3c6f-b4a3-3d43e46d3ee9,,,,,,,,,,,
161,19805,Basic Materials,28000.0,"DuPont de Nemours, Inc. provides technology-based materials and solutions in the United States, Canada, the Asia Pacific, Latin America, Europe, the Middle East, and Africa. It operates through three segments: Electronics & Industrial, Mobility & Materials, and Water & Protection. The Electronics & Industrial segment supplies materials and printing systems to the advanced printing industry; and materials and solutions for the fabrication of semiconductors and integrated circuits addressing front-end and back-end of the manufacturing process. This segment also provides semiconductor and advanced packaging materials; dielectric and metallization solutions for chip packaging; and silicones for light emitting diode packaging and semiconductor applications; permanent and process chemistries for the fabrication of printed circuit boards to include laminates and substrates, electroless, and electrolytic metallization solutions, as well as patterning solutions, and materials and metallization processes for metal finishing, decorative, and industrial applications. In addition, it offers various materials to manufacture rigid and flexible displays for organic light emitting diode, and other display applications, as well as provides high performance parts, and specialty silicone elastomers, and lubricants. The Mobility & Materials segment provides engineering resins, silicone encapsulants, pastes, filaments, and advanced films to engineers and designers in the transportation, electronics, renewable energy, industrial, and consumer end-markets. The Water & Protection segment provides engineered products and integrated systems for worker safety, water purification and separation, transportation, energy, medical packaging and building materials. The company was formerly known as DowDuPont Inc. and changed its name to DuPont de Nemours, Inc. in June 2019. DuPont de Nemours, Inc. is headquartered in Wilmington, Delaware.",Wilmington,302 774 3034,DE,United States,[],https://www.dupont.com,1,Building 730,Specialty Chemicals,0.24235001,0.10918,0.34365,1758000000.0,0.07,0.15734,4151000064.0,76.0,buy,5850000000.0,-5340375040.0,92.5,71.25,0.725,2.549,0.03731,18.0,91.78,44.879,0.060450003,108.0,1439000064.0,11729999872.0,17127999488.0,2.873,USD,33.352,0.671,2.2,NYQ,"DuPont de Nemours, Inc.","DuPont de Nemours, Inc.",America/New_York,EST,True,-18000000,EQUITY,DD,finmb_768440,us_market,,2.297,,9.476,,,4.06,,518104000.0,,,,52.443,7560091.0,0.0150999995,,1640908800.0,0.74204004,1556999936.0,-4.017,,,1.3586179,0.00141,1703980800.0,,1656547200.0,2.38,1663200000.0,500080434.0,1.201547,39336202240.0,2,,1559520000.0,4725:10000,,,,0.646,2.1552377,1665705600.0,1.25,,17.549261,,0.0150999995,8028569.0,,,,71.81,71.47,63.51715,0.016710766,0.42279997,,72.12,,3197930.0,71.81,58.134,1.2,71.47,,3197930.0,,,1.32,1669680000.0,,,71.08,USD,,1021356.0,,,,36914909184.0,,,3339247.0,71.08,72.16,1000.0,1021356.0,85.16,,2.51,49.52,71.0,False,0.0233,1300.0,72.12,,71.25,71.38,https://logo.clearbit.com/dupont.com,,974 Centre Road,,,,,350bfcb1-e3cf-328d-9ff4-8ce525d4f139,,,,,,,,,,,
162,20147,Technology,130000.0,"DXC Technology Company, together with its subsidiaries, provides information technology services and solutions primarily in North America, Europe, Asia, and Australia. It operates in two segments, Global Business Services (GBS) and Global Infrastructure Services (GIS). The GBS segment offers a portfolio of analytics services and extensive partner ecosystem that help its customers to gain rapid insights, automate operations, and accelerate their digital transformation journeys; and software engineering, consulting, and data analytics solutions that enable businesses to run and manage their mission-critical functions, transform their operations, and develop new ways of doing business. It also uses various technologies and methods to accelerate the creation, modernization, delivery, and maintenance of secure applications allowing customers to innovate faster while reducing risk, time to market, and total cost of ownership. In addition, this segment offers business process services, which include integration and optimization of front and back office processes, and agile process automation. The GIS segment adapts legacy apps to cloud, migrate the right workloads, and securely manage their multi-cloud environments; and offers security solutions help predict attacks, proactively respond to threats, and ensure compliance, as well as to protect data, applications, and infrastructure. It also provides IT outsourcing services to help customers securely and cost-effectively run mission-critical systems and IT infrastructure. In addition, this segment offers workplace services to fit its customer's employee, business, and IT needs from intelligent collaboration; and modern device management, digital support services, and mobility services. DXC Technology Company is headquartered in Ashburn, Virginia.",Ashburn,703 245 9600,VA,United States,[],https://www.dxc.technology,1,20408 Bashan Drive,Information Technology Services,0.18716,0.03424,0.21937999,1692999936.0,-0.105,0.09349,2963000064.0,27.0,hold,3582000000.0,1456125056.0,33.0,29.68,-0.598,1.094,0.04682,12.0,33.99,116.181,0.106759995,48.0,2208999936.0,5865999872.0,15831000064.0,9.609,USD,64.756,0.943,2.7,NYQ,DXC Technology Company,DXC Technology Company,America/New_York,EST,True,-18000000,EQUITY,DXC,finmb_263093,us_market,,0.672,,3.592,,,3.44,,252239008.0,,,,22.23,8210747.0,0.0357,,1648684800.0,0.90218,542000000.0,-11.209,,,1.3351327,0.0059100003,1711843200.0,,1656547200.0,1.92,1663200000.0,228617105.0,1.943625,10642830336.0,2,,1527811200.0,1156:1000,,,,-0.633,0.47289833,1665705600.0,0.5,,8.627907,,0.040700004,9125908.0,,,,29.61,29.74,29.77005,0.0,0.0,,29.9,,1609140.0,29.61,27.5228,0.0,29.74,,1609140.0,,,,1585008000.0,,,29.61,USD,,500983.0,,,,7486453760.0,,,3193973.0,29.61,30.0,800.0,500983.0,39.65,,,22.65,29.66,False,,800.0,29.9,,29.68,29.42,https://logo.clearbit.com/dxc.technology,,Suite 231,,,,,a0b78e07-1c4f-30f8-908d-dabe417ca847,,,,,,,,,,,
